Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
,High Value,204.01524205258067,313.2060558749412,93.00165989774136,,Yes
Treatment,,203.75947628945377,309.7958916077151,68.69298269394729,88.59033528264099,No
Treatment,,218.2682666968404,336.3571614521042,100.0,100.0,Yes
Control,Low Value,78.58674326792935,92.41773520663762,76.0,36.97301631977688,Yes
Control,High Value,223.28565491560872,275.15897315892965,68.90180218764252,70.71943058602045,Yes
Control,Medium Value,178.47763197240732,215.4572495625012,78.60764328604797,78.74170076005953,No
Control,Low Value,161.8213508352241,198.4643149502064,54.685627633776335,,
Control,Medium Value,164.05187943246708,194.08638235750445,87.68595007135391,88.99885217717365,No
Treatment,High Value,246.4301777982837,391.0026213912395,85.19094306364664,100.0,Yes
Treatment,High Value,295.00982623585514,441.4055273138073,60.96154786963032,67.45108557995471,No
Control,Medium Value,156.1977076650516,178.2566923127292,66.64745423112026,,Yes
,High Value,231.78262540278945,283.4915893895791,70.24446437,62.96625337157814,No
Control,Medium Value,,182.73203205481627,65.99587093534723,69.81630882867934,Yes
Control,High Value,249.20470071515047,298.3196648027769,82.57201017964908,,Yes
Treatment,,224.10817314649373,,,89.24205928,Yes
Control,,173.42370424023136,204.4516030456307,73.00456791880997,70.43685712095899,No
Control,Low Value,184.6230842218499,213.47223225469068,59.49939679721529,72.86522035781475,Yes
Control,Low Value,225.72806194594256,265.94401163876904,56.78172619274234,67.90694793315963,Yes
Control,,127.47850202602204,152.4224753752731,88.74506490068617,,Yes
Treatment,High Value,163.0847570060998,253.44695093533244,88.61141286,90.16264139497368,Yes
,High Value,263.1593978696303,312.72969246261766,94.41394514086872,81.87384220468782,No
Control,High Value,,282.7180654117981,100.0,100.0,Yes
Treatment,Medium Value,194.7126556819736,298.56846284931925,65.50107257686848,80.03887529063218,Yes
Treatment,Medium Value,248.8122485308184,384.3708148231419,57.98888211348218,38.540760963625694,Yes
Treatment,Medium Value,241.0361389684168,364.8085730242317,74.96707194320592,82.45906391872903,No
Control,Medium Value,292.62771692652234,357.31929383970106,66.30351564388982,,Yes
Control,,220.95806253450124,259.51333574961075,58.94279725387256,57.22351515753056,Yes
Treatment,,244.66654397526509,368.76618171407847,77.92789116466513,95.17261289234877,Yes
,High Value,232.32715085203097,349.95637584985286,,,No
,,181.91345352582368,,48.41838208909385,64.74355743666393,Yes
,High Value,227.1664055864482,351.7368222459091,81.14851585199972,99.91507129,
Treatment,Medium Value,216.39268407600125,334.1522984281155,72.75295496071786,,Yes
Treatment,,127.08542591989186,203.9952740404998,53.51841038390345,57.98930611044465,Yes
Control,Medium Value,219.83004530673756,256.5082074009453,73.38770106738268,87.03361109,No
Control,Low Value,175.82736194526507,212.60111367606157,64.28059577989978,73.92144865,No
Control,High Value,239.6880172524284,286.8939073822022,88.76849306082617,77.91318676,Yes
Treatment,Medium Value,178.99100276872574,280.8633999526677,56.371287333559934,81.25788972230426,Yes
Treatment,Medium Value,172.44855779586436,268.3160743779964,51.65923746034015,48.27910532,No
Treatment,Low Value,187.39005606914864,285.50421587047504,45.510922625004056,,Yes
Treatment,,203.16280842705925,299.51897721027177,,37.9602269778752,No
Treatment,Medium Value,173.8829277600907,276.1402221172169,76.99582492746427,88.64855505426749,Yes
Treatment,Low Value,,393.7046508578004,54.038828212801526,48.68194079080345,No
Control,Medium Value,203.84622026439388,243.7668889196661,71.91534242236767,78.56205137804442,
,Low Value,108.28727619789794,128.68222861076458,,,Yes
Treatment,High Value,186.5996466637685,276.3604919304106,100.0,100.0,Yes
Control,Low Value,183.73971094314047,220.65052386358548,51.881338479316334,69.34142223131279,No
Treatment,High Value,252.95702319122472,393.15111745740194,70.24902619495936,90.74546621151312,Yes
,Low Value,279.2560544975461,333.6281235418537,56.18736630475709,55.54800362264814,Yes
Treatment,,191.3164726,309.3725480918671,,39.55353366084796,Yes
Treatment,Medium Value,206.7585279062907,321.9618974653351,55.76143612134885,67.53856907,Yes
Control,Low Value,128.38364555769598,152.29993453285897,51.62518831383324,56.489763172328914,Yes
Control,Low Value,107.74358854417964,127.38369698042727,56.39830772103414,59.32764839581845,No
Treatment,,215.96727807932697,325.82086904795176,93.94006543,,No
Treatment,Low Value,282.5505293486298,,51.09111816352441,55.964014680176206,Yes
Control,Medium Value,187.7337003308305,225.7629071208602,54.44903778652384,52.82180578803826,No
,High Value,168.4437620094493,196.37043884336268,84.26896075040673,100.0,Yes
Treatment,Medium Value,226.2083645896115,357.2964858152413,53.28299304475288,57.500141684674205,Yes
Control,Medium Value,108.30231907814756,131.78246386118937,67.78607970892786,75.20132874377985,No
Treatment,Medium Value,215.7562249000729,334.1532325061618,76.38186960305042,81.39306872645123,No
Treatment,Medium Value,244.70993701442117,386.8523828668862,74.43231861158664,78.02646116255112,
,High Value,171.98788731105026,263.2713909539731,84.32186928286797,100.0,No
,Low Value,,397.4302032333104,56.90139964059114,,
Control,Medium Value,229.4172516309622,271.15249815631483,59.49169554062799,,
Control,,299.95518990978053,369.3539475968546,79.17818768761602,,No
Control,Medium Value,137.83950464082668,160.67983850732176,53.241979930595214,60.27082415292532,No
Control,Low Value,,212.90957340115867,49.90705248511264,54.25038387700627,No
Control,High Value,274.1625436625622,321.9032954784051,77.75859058,92.55843023,No
,High Value,,175.29245024532332,83.89085857754496,85.03655215983916,No
Control,Low Value,216.5383463,252.5505936092125,53.10629320872937,67.17894172,Yes
Treatment,High Value,212.68127603305012,329.1467904113524,91.6143779403388,73.92144865,Yes
Control,Low Value,229.35424831477928,266.5831657348886,37.97604913708394,46.84082301565834,
Control,,232.7190287936178,281.6599611226076,78.54649906428646,69.93419371794089,Yes
Treatment,High Value,304.03700763999984,477.8880928636447,99.69368040843231,,Yes
Control,Low Value,128.8563768809219,154.3189224,62.48742283463677,60.17273909,Yes
Control,Low Value,,233.97584461823703,55.10371754693912,,Yes
Treatment,High Value,143.85628089141312,,89.66183104,100.0,
Control,High Value,243.8402906988927,285.0403263840142,,68.45082667227089,No
Control,Low Value,198.7504927771222,233.40851629694637,50.45632369762714,,Yes
,Low Value,259.7670555746553,314.5523164860527,76.0,,Yes
Treatment,High Value,183.72985013663236,289.84257953908303,,73.37487944084543,Yes
,High Value,204.85128298848875,248.3333273937792,,97.12141060605224,No
,High Value,232.53797768925756,293.3672300015536,94.59917792449224,100.0,Yes
Treatment,Low Value,,313.26744875750296,,65.40943720235438,No
Control,High Value,320.94848660432353,381.2586841549282,87.77418073,78.62670025460086,No
Treatment,Medium Value,254.7867919669293,394.94410903422767,,78.31890235,Yes
Treatment,,156.87657101629807,228.409738997258,56.58829217309947,71.39920830933369,No
Control,High Value,260.0352589722373,313.4843628162621,91.46630373,99.16964963236796,
Treatment,Low Value,229.78572853298607,367.3732656419578,,69.05362060977055,Yes
Treatment,Medium Value,165.64362614432878,254.2645696664976,68.69154472173689,71.16654525,Yes
Control,Low Value,213.14612325584665,262.0675299,50.31231820686776,64.03297577,Yes
Treatment,High Value,142.40827727762948,212.15154183757392,96.46192098,,
Treatment,,,252.48715456516297,61.61156841747208,82.74249652729584,Yes
Control,Medium Value,203.84622026439388,243.7668889196661,58.155411018823344,69.87915781,No
Control,High Value,209.3981725545392,240.25471890687888,100.0,100.0,No
Control,High Value,196.58564962135333,244.6082386770652,,100.0,Yes
Treatment,High Value,204.94587025842748,322.7645575304533,84.25995666286609,98.54170681564968,No
Control,Low Value,215.92282491914605,261.6146473709891,47.99904510997119,53.01035363109085,No
Treatment,,186.90028357834305,285.1697774919021,46.03674128,55.60016754325723,No
,Low Value,222.0180110124572,350.87685902661883,,61.39186968969746,No
Treatment,High Value,313.20488340606425,482.6942334977342,86.77951232730716,100.0,
Treatment,,340.2538289730341,525.2998631193328,92.15089801013862,,
Treatment,,175.8683034728607,,42.91156609567045,43.46793063876959,No
Treatment,Medium Value,224.21317489501317,341.7180132394402,58.967127282753545,65.80246416,No
Treatment,Low Value,178.97577979708353,270.86567692845244,,58.49636324715821,Yes
Control,,,309.4631819330567,74.85274369746193,60.634673905488654,Yes
,High Value,270.6420677110805,,99.85749133861609,99.30880386520576,Yes
,High Value,190.3424073205369,313.61466040808625,100.0,97.99234970204547,No
Treatment,Low Value,164.43567888674377,253.5011664,51.202675145545584,61.26068457,Yes
Control,,241.10034652912051,281.25558632931313,59.06978090067668,54.27688590273847,Yes
Treatment,High Value,,312.13514323391496,75.83047143,64.51505409861709,No
Control,Low Value,180.2595871105092,212.86582737066743,,34.85738744524653,Yes
Control,High Value,,324.9341190787908,76.79110279046341,76.44123316970416,Yes
Control,,212.1959552,256.0224869915981,79.69245097406464,84.49908274866654,Yes
Treatment,Medium Value,,435.3228889590926,91.38145139568758,91.08659662984512,No
,Low Value,,355.57214152083355,39.86105993424983,,No
Control,High Value,179.65699753509867,205.76608120454512,98.01936927960756,100.0,No
,Low Value,158.98581709205365,195.55669006515265,48.16377353732074,62.83693226350802,No
,,232.88323810381888,272.2857394749329,,69.73254054,No
Control,Medium Value,208.10092350435684,250.49183,72.04648999865155,70.71568747785568,No
Control,Low Value,97.5392628310586,118.77246126017752,47.740963532084585,45.77855511411685,No
Treatment,Low Value,131.71406753004624,200.75315740731912,60.17786876329565,63.928659921979424,No
Control,,231.89248358025213,260.8577450092656,95.66411012,,Yes
,Medium Value,248.2530949652322,395.4160721681839,,85.76787729853973,Yes
Control,Medium Value,251.41861922209765,308.8145300078804,74.03980332364227,53.57972315433992,Yes
Treatment,Medium Value,302.4744334853976,470.4953223033044,66.16187797104418,90.99174062037348,Yes
Treatment,Low Value,158.48329647705492,241.2511676562111,38.68131171731461,39.73848773393552,Yes
Treatment,,178.94896204422682,293.6038764,91.08794635418064,85.17275631056641,Yes
Treatment,Low Value,183.6070787837316,280.2263191186076,,,No
,,100.52104403310406,161.4577504816403,59.491110877006136,64.00202941390158,Yes
,,187.33648284301069,280.4531264546756,56.48449807438129,57.433168960198806,No
Control,High Value,213.68451120126335,258.52682637649696,,,Yes
Treatment,Low Value,,335.23513840534343,,55.76219547249144,Yes
Control,Medium Value,248.24199972255144,299.32044052330315,44.73556873489255,,
Treatment,,228.68359526387263,355.6183611161805,70.24902619495936,70.98807408871781,Yes
,Medium Value,209.76147982760423,323.15541747296845,70.57014948,61.26730451700731,Yes
Control,High Value,248.0706152028428,294.0543223646083,100.0,,No
Treatment,,147.69688962860857,237.1581295662974,67.70162416449985,76.0,No
Control,High Value,,266.5924562184083,74.59383796607237,77.70086192898036,No
Control,Low Value,92.71476422181986,112.65533003033956,76.0,76.0,No
Control,Medium Value,204.8445495709284,262.4168938967155,47.29350274406661,73.92144865,Yes
,Low Value,183.5840533151193,212.61546995961825,51.943919453834646,,No
Treatment,Low Value,160.71242052263716,244.1731086934659,54.48434897742902,66.91293491,Yes
Treatment,Low Value,134.43346105564444,196.86329849869017,65.64399608187814,72.73347420004609,Yes
Control,,215.3912250259528,246.0730492694917,77.30965992978297,73.89221372004741,No
Treatment,,204.77274540270005,332.13216004859424,51.187504740830754,72.37174887726684,No
Treatment,Low Value,,,,70.79571357313014,No
Control,Low Value,163.4305021,180.8133032909095,47.57361365528608,,No
Treatment,,328.16947537323216,,83.44092245300313,84.42953593308151,Yes
,High Value,,244.8835550979981,71.48722219763788,63.30405546,Yes
Control,,231.3434268843721,269.6150183701596,99.05699926916506,,Yes
Treatment,Low Value,265.1170321891668,409.4477319318747,,46.21196489161506,No
Treatment,,214.06710007758687,334.131535770208,80.4821489,100.0,No
Treatment,Medium Value,223.14946799407855,343.7757938251019,,64.99938992847677,Yes
Control,Medium Value,159.82557881120516,196.20267916887173,61.83838552436976,62.10780523988413,Yes
Control,Low Value,196.86253341714863,235.16384453764363,44.495253219481214,57.97075866222333,No
Treatment,Medium Value,199.54068857896348,310.33935848984686,66.44433615443869,66.37458045743158,Yes
Treatment,Medium Value,255.49285351222383,395.9879962352372,,84.48024527175556,No
Treatment,Medium Value,276.11577732162533,419.8564870225416,,52.95534260819933,No
Treatment,,182.78662035556428,275.64249092138635,44.98704780295273,57.18026414681074,No
Control,,220.0266102188126,263.9785602528832,70.24902619495936,76.26649936,No
Treatment,Medium Value,111.90362547212264,167.49389205828496,69.7112841,61.33287062217404,Yes
Control,Low Value,81.33091454932709,100.1908152241105,,70.33800189,No
Control,,283.6680319728045,337.2783707,73.08577854769064,74.79465964835033,Yes
Treatment,Medium Value,82.83412115895851,122.04298240061844,71.07601562,96.29340836188992,Yes
,High Value,231.8108489978242,362.7877981242788,,100.0,Yes
Treatment,Medium Value,201.7404755956586,313.92904659833306,58.52091782432451,53.20198325746358,Yes
Control,,239.1930643428509,277.18876148299097,54.63435285361072,64.61016486869123,Yes
,High Value,112.11000761937136,157.82702766318604,38.499155005808326,48.36147423,No
Treatment,High Value,322.8190850240725,507.52254168413367,100.0,87.45356408192701,
Control,,212.74333192091603,249.4471483498265,100.0,100.0,Yes
Treatment,High Value,277.7102079469537,433.4829490453738,,72.03080325388774,Yes
Control,Medium Value,136.27988781740714,,,89.88303708620833,Yes
Treatment,Medium Value,88.83336666267029,147.20920982522887,,71.36500172253594,No
Control,High Value,224.9567954850898,280.26587979599634,90.4372957610108,,Yes
Treatment,Medium Value,138.40064142653063,205.81911836421327,,91.48382329742246,No
Treatment,High Value,215.15221633530516,,78.67746150112673,63.02595632992498,Yes
,,203.88845061593707,243.02808754997127,68.94211002,,No
Control,,209.3052034654892,258.9004688646877,51.93360799316108,54.58817338284673,Yes
,High Value,170.07749247515662,251.6554211,100.0,,Yes
Control,Medium Value,214.24039404382123,265.1773713205714,81.69703599912361,71.24898777770208,No
Control,High Value,270.9137809560946,328.1062468092215,88.87711888534072,100.0,No
Control,Low Value,171.2482170670516,201.8227783107812,46.91186311902944,48.54188347033137,No
Control,Medium Value,229.60801783256744,280.1732566100341,,65.80509357,No
,Low Value,141.24382864409233,216.8238059880319,47.60096238456028,50.466822307823946,Yes
Treatment,Low Value,162.76568212950448,241.49166865844333,,51.49531117278927,Yes
Control,High Value,146.1226805100554,175.3963307856485,58.14630598136312,,
Control,Low Value,287.8717160533594,343.3618530577647,42.32377364812779,73.92144865,
Control,Low Value,234.38372894389585,277.95812102081084,,42.73114104507997,Yes
Control,Medium Value,290.63116663119604,,51.72957257439489,57.981803518460346,
Treatment,,236.06794861933784,371.8854105759436,55.361457945489946,70.88614020109058,No
,High Value,171.3392107087868,266.1873118289382,77.02765141,,Yes
Control,,137.26305301628415,160.76323172019818,100.0,100.0,Yes
Control,High Value,194.68192424533288,228.7844986487881,80.43778188693568,85.17915240091753,No
,Low Value,197.08434375151023,233.35970072081997,49.06501052249228,43.65831879127385,Yes
Treatment,Medium Value,182.6471189038536,279.4184971016059,65.20674373876997,73.03048886631657,No
Control,High Value,101.31852646988553,118.11135170326256,80.25336924,92.98338406357576,No
Treatment,Low Value,222.52813369342795,351.59244816300026,,52.64741736165462,Yes
Control,High Value,137.40584259242266,161.6615710914997,91.88602630515808,100.0,No
Treatment,High Value,,307.7696978323473,88.35183449149994,69.07765840434118,No
Control,Medium Value,292.68755403804875,348.218475425368,57.16547166808693,74.22209001105341,Yes
Treatment,High Value,223.71476124176212,332.5102503864508,95.82692669064949,91.99330824,Yes
Control,Medium Value,253.56539203371412,304.9808159,58.53580189157452,81.75319175531655,
,Low Value,193.2889876942488,227.42032693504268,45.99140957622403,,
Control,High Value,158.3844474246049,193.8702901388904,,83.72889312933192,No
Treatment,Low Value,,,59.72190748924567,56.49665972,No
Control,Low Value,180.6680712624689,212.58876861215532,,36.01130795711806,No
Treatment,Low Value,115.4927917,,56.70701599006758,,No
Treatment,High Value,130.1574861174516,198.5490872763175,,59.91918081905091,No
Control,,217.5150407076021,,,90.96239192844465,No
,High Value,,415.2230394814079,100.0,98.68240663936992,Yes
Control,Low Value,128.38715639633918,142.65983710360274,58.46440810496527,63.85589347650187,Yes
Treatment,Medium Value,159.0203004768403,,67.78079694,71.74934081,No
Control,Low Value,196.09710491130303,235.09605525825745,,,Yes
Treatment,Medium Value,133.52456338846494,186.6384918642669,61.03106080485746,66.09104239259902,Yes
,High Value,344.68257148187865,546.3842558299984,78.22500383,,
Control,Medium Value,80.04015516318042,103.65413012445748,32.304134292478345,,No
Control,,201.10290710923155,243.06980771360847,100.0,100.0,Yes
Control,Low Value,,177.20943874926587,52.84878194548641,56.23934121,No
Control,Medium Value,254.48416110207688,311.6109194410699,78.01235951578711,80.59497435481092,No
Control,Low Value,,335.5723356136719,76.0,76.0,No
Control,Medium Value,162.17927384078845,191.73444267534208,83.30287703,84.10306160809762,Yes
Treatment,High Value,268.9500931848732,417.5515864891173,87.31641295355385,86.22113796477655,Yes
Treatment,Medium Value,133.61946780768574,201.11737082923588,,65.42745206158236,
Treatment,Medium Value,257.36997091728034,411.0768261050516,78.5461757,85.36637973734166,Yes
Control,High Value,,383.73291514606575,100.0,,Yes
Treatment,High Value,307.7925625200833,471.1155790743275,,80.78055376000579,Yes
Treatment,High Value,235.1936774144129,359.54452593348043,100.0,94.04683203,No
Treatment,Medium Value,160.17579511308753,246.3844997581667,64.95828880093437,45.19123689310146,No
Treatment,,180.6175972792917,,56.51978255421213,58.77833612447273,No
Treatment,Medium Value,190.671303718928,293.9258765539193,70.50708803177444,79.69757692707196,No
Control,Medium Value,191.67664143816145,230.4467076521757,78.86169652992483,75.77231261979027,No
Control,Low Value,188.8952687644092,220.3068980986445,49.947199168366254,58.03747274087945,No
Treatment,High Value,210.8063609413049,341.4651428948656,92.19668108401297,,
Treatment,Medium Value,228.6252698479124,,51.28670734,55.80039707830349,No
Treatment,Low Value,,335.9883863,,46.07005487296903,Yes
Control,High Value,209.0441363674427,,,,No
Control,,,301.20966769944926,81.84684593741592,100.0,Yes
Treatment,Medium Value,270.7661483454682,421.4899143,69.01104030765018,77.81274043917679,
Control,High Value,194.5269616160032,244.8874167957065,100.0,100.0,No
Control,,,263.9547570387755,,100.0,Yes
Treatment,Low Value,,,40.67316811370864,38.05409641089943,No
Control,Low Value,209.5250345122633,253.1629079455548,50.36330202508037,46.017671228888126,No
Control,High Value,228.3703293894828,268.15600302064894,93.35657573732064,100.0,Yes
Treatment,,199.8717009243296,306.5038116949919,63.20775317205781,59.56870565814984,No
Control,High Value,164.00799045492562,199.98155020578253,,98.38226407,Yes
Control,Medium Value,244.78174126735817,293.0305301820918,72.49383119359042,51.37468150820195,Yes
Treatment,Low Value,190.7419141,292.0934990767079,,,Yes
Control,High Value,281.65932059081933,349.2782816438709,85.35123455501007,100.0,Yes
Control,High Value,204.95176175329664,245.73285552200267,,95.68715387699616,No
Treatment,Low Value,207.49459097312712,320.4618834386618,61.54796313467112,72.88542498534287,No
Treatment,Low Value,203.84622026439388,316.89695559556594,62.68102106385333,52.66118314379783,No
Treatment,,286.0745239082803,441.5380717438663,75.01330490184431,76.29563845879088,No
Control,High Value,220.09459102785868,249.15634019767197,81.33515424,,
,Medium Value,183.34814148107537,285.46189158163884,70.07703028507883,67.29480403785176,Yes
Control,Medium Value,169.26304050229027,207.17494397755533,71.34696602205763,72.24005264482547,Yes
,Medium Value,,235.76314117213184,80.39722022564199,68.55940103511371,No
Control,,156.01392101051783,184.521564,51.22529371366969,,No
Treatment,Medium Value,,141.6505668,68.54485964320844,73.12282099042889,Yes
Treatment,Low Value,,369.5481465994457,55.58499963377008,62.28389904172483,No
,,,411.47872861662415,,42.23775369164672,No
,Medium Value,201.5337095544883,297.5523705,73.17458086934691,61.23183880407874,Yes
Control,Medium Value,227.43662325303788,271.83992061054795,,87.99240742,No
Treatment,High Value,232.83097710130164,344.8503487101223,77.18422285332264,95.98365840760826,Yes
Treatment,Medium Value,131.4605792795111,202.51325810483007,,63.3289009175752,No
Control,High Value,,325.49135269814843,,96.58577745181896,Yes
Treatment,Medium Value,266.9896538580183,401.9378047655774,,,No
Control,Medium Value,153.80758410261583,167.51048974347617,,99.95631094,No
Treatment,Medium Value,218.25759342555844,334.09203427183405,74.56374143,77.03764411757537,Yes
Treatment,,186.71969803140323,302.4840984822953,63.98139386860653,,Yes
,High Value,276.46181898114907,432.9092005059123,84.95228218,84.82311521,No
Control,High Value,211.6677986079928,248.5348674598902,,100.0,No
,Medium Value,208.61019134652756,318.4094225315773,79.65957195113326,80.25731066331464,Yes
Treatment,Medium Value,,449.1405492287549,74.45805894570694,75.41129932198591,No
Treatment,High Value,152.36925628862676,237.7746363123023,95.11034764992056,82.47454300270509,No
Control,Low Value,197.3204172973684,240.05780912031247,50.21784596323612,54.413228510770445,Yes
Control,Low Value,179.99208248535382,225.2945954803021,60.27680694051423,,Yes
Treatment,,,,44.98554512,58.07801067412812,No
Control,High Value,,413.925797,83.00448075208732,82.39138787622389,Yes
Treatment,,240.50467285062783,373.4531685291156,82.05231852205783,86.39189893336595,Yes
Treatment,Low Value,,333.66659284118634,,54.069285222371576,Yes
,Low Value,210.7216425563377,312.7704658557676,48.66516831903566,,No
Treatment,Medium Value,,300.9665692884141,,,No
Treatment,,289.1939553027228,445.3976206055311,86.93588257868764,100.0,No
Treatment,High Value,283.2800875516317,455.4986052352272,100.0,100.0,Yes
Treatment,Low Value,,287.4568342968056,45.82098551836925,60.571961452104176,Yes
Control,Low Value,220.39398105426076,264.63022992266895,62.49971472694361,66.07007942416172,Yes
Control,High Value,291.2114597633218,345.55939611544653,88.78687065812252,,No
Control,Medium Value,232.0856132238285,272.3305302204913,,75.66730931339806,
Control,Low Value,146.52524819918298,184.2309796787648,48.07065635942134,64.43337613,Yes
Control,High Value,,262.41269458385926,96.82128638813788,100.0,Yes
Control,High Value,251.3214789273242,296.23479507360577,100.0,98.37313676698156,No
Control,Medium Value,,262.1597082414798,85.26818137301099,100.0,Yes
Treatment,Medium Value,,256.4625350448549,,87.24284098217228,No
Treatment,Low Value,169.09046534857276,,48.62539338371536,53.34038707858977,No
Treatment,Low Value,193.19088056912096,302.2731644,67.52192984,67.41030885747303,Yes
Treatment,,110.18196918149444,,49.14637219989689,60.36961360702484,No
Control,High Value,229.1170989459341,265.39293133952185,,,No
Control,Low Value,219.0402224344228,265.1548252178007,54.982700855396345,,No
Treatment,High Value,235.76998866056957,367.78587721808617,78.64450722171671,,No
Treatment,Low Value,142.84024838612345,226.3162933,49.89077975437377,,No
Control,,162.7575153395772,195.36654131519035,78.63534005,,
Treatment,Medium Value,281.5078873290551,436.04844933089873,99.90227757392093,98.04190331073607,No
Treatment,High Value,173.50386640385992,270.7297532431629,93.83438000079909,100.0,Yes
,Medium Value,270.23027323869564,415.0625947406693,,,No
Treatment,High Value,182.40533119070125,285.5447516082468,82.56988164165813,93.04499838673344,Yes
Control,,281.4568809033858,346.1892331646316,92.62735093577956,100.0,
Treatment,Medium Value,,364.63039341777966,49.09295081605461,53.45967057665454,Yes
Treatment,High Value,205.72492958866783,318.0267327337216,72.53901496,,Yes
Control,Medium Value,,132.62531784986322,70.49773618096849,92.84940469751126,Yes
Control,Low Value,195.07481415635604,,54.977831062063046,57.00987406894532,No
Treatment,Low Value,193.15461072790788,303.7288704866053,58.98750339341158,,Yes
Control,Medium Value,225.4168558265921,270.2691599100761,67.15126799806319,71.54738790434081,No
Treatment,Medium Value,223.5193530845015,343.96005109628373,84.61548055904926,82.99557766309132,No
Treatment,Medium Value,142.13561210195888,214.36487170910837,74.34608002765077,71.74651563268016,Yes
Control,Medium Value,226.5643500064909,266.1329772664342,51.74556987801868,44.13123129656723,
Treatment,,214.9658314591488,333.9395385180628,39.766618460431495,48.55281634235368,No
Treatment,High Value,261.76682307390587,411.0157952477703,92.04952931021492,100.0,No
Treatment,,78.17757914838613,106.58766923206748,100.0,100.0,
Treatment,Low Value,228.9806903534279,362.2266449650879,53.26387885337167,65.86163135556743,
Control,High Value,244.8208312172605,286.37493705235045,,90.65223759,No
Control,Low Value,,231.50866919597556,49.61168799937028,53.13268303928434,Yes
Treatment,High Value,,272.95413619824427,78.95427010778943,85.44537542332344,Yes
Control,Medium Value,231.0028930030516,279.37648124239115,69.97976853337809,,
Treatment,Medium Value,122.19480300244686,202.41535658615555,78.70217079882075,74.81014422385537,Yes
Treatment,Medium Value,156.83212473840751,240.7162940462204,57.61566371941977,78.80469491249863,No
Treatment,Low Value,,,,,Yes
Treatment,Low Value,209.8369088394964,324.2602139331457,64.31634765714499,63.55578396409758,Yes
Treatment,High Value,235.36744496516377,378.6022992510205,67.71813766,67.5416938,
Control,High Value,420.4022055,503.8244813118763,49.38945138,47.76091281445191,No
,,262.97006685789995,396.9653764375088,86.81016655977011,84.42020449902053,Yes
Control,Low Value,220.5241568562824,260.5525605909538,47.661763026108936,52.19378431827916,No
Control,High Value,210.7221539660624,,82.15733590965222,69.08992312588285,No
Treatment,Medium Value,,233.42673816566128,80.37393114789187,75.47324384558272,Yes
Treatment,High Value,178.41040394794825,269.2037759624238,84.81720320104914,100.0,Yes
Treatment,Medium Value,279.5739744842206,425.4141784897413,61.110384426439474,78.91171012810706,No
Treatment,Low Value,118.97608448618384,191.18664808570333,46.94189971747844,49.39176875197879,Yes
Treatment,Medium Value,,323.7630768262401,64.09207969,97.61111194215216,Yes
Control,Medium Value,230.9218005309388,280.0730177208256,79.64591542690603,90.56015276075524,No
Treatment,Medium Value,413.2549054378584,635.7537695220058,32.35280615541868,,No
Treatment,Low Value,198.36982778057592,322.92091518847,52.02130686259158,56.377407995636624,No
Control,Low Value,162.45158471939254,183.66274597290436,49.02148974463543,49.49184787287709,No
Control,,157.57576288684115,177.37015935388914,49.981514583202966,60.070189245357575,
Treatment,Low Value,,285.6709937152104,,62.37853342311435,No
,High Value,288.6907128,353.1680721719085,,82.9094357,Yes
Treatment,Low Value,219.1355401793098,357.35120447859947,47.26338461271365,54.50290944465278,No
Control,Medium Value,148.0053342376536,,66.30768002966848,,Yes
Control,Low Value,,241.74364350961585,64.00409719,62.60737122107062,Yes
Treatment,High Value,,406.1245429465106,,100.0,No
,,200.95889040582253,235.8955240138553,76.62070035269213,75.15345940605683,Yes
Control,High Value,104.11943970420654,,99.87250233964544,100.0,Yes
Control,Medium Value,200.95920622005696,238.57534268165983,78.36390334218639,84.6818784,No
,Low Value,108.96007690179172,129.2839718969036,,42.35286449916074,No
Control,Low Value,104.7470287711302,126.73220833883823,,69.64329758694593,No
Control,Low Value,230.10408459208503,,55.03261388305226,59.79336511237879,Yes
Treatment,Medium Value,326.1035849,509.9222207591823,73.23653734088052,70.25642426,Yes
Treatment,Medium Value,,414.1878235205869,72.41164335897632,75.79136281433253,Yes
Control,High Value,82.87306930559733,91.98081127402313,93.10933482052948,83.03078952182044,Yes
Treatment,,223.4819456431155,337.5769535667414,85.04690948831777,,Yes
Treatment,Low Value,154.5635117397351,248.93885277319205,59.13642685210891,65.39375609671995,Yes
Treatment,,122.17848883214606,191.5285738995545,66.75357776402453,93.07096308678904,No
,Medium Value,215.7375946155433,257.91810575555843,86.37780636149343,85.61992664543165,No
Treatment,Low Value,173.0100225892614,259.6194485586345,38.79249135440035,48.75694936207438,Yes
Control,Low Value,132.71552401328728,163.47686815736296,45.42279346452443,38.464629939238144,No
Treatment,High Value,54.91769260779564,85.61197964426286,46.91014129362501,65.25624982417335,No
Control,High Value,186.641601589482,234.03640243308573,85.43012747946675,100.0,No
Control,High Value,217.3317443645986,262.07273066199275,80.16354295,91.1435373439374,Yes
Treatment,Low Value,169.86170829122898,263.1025962656091,56.02067854056816,62.17969448741949,Yes
Treatment,,231.63388294545652,356.9023581705813,44.81504009288143,48.18256185389074,Yes
Control,High Value,243.65624646641143,303.03548482070045,,75.66830874633818,No
Treatment,High Value,192.62061439774988,309.1701621056073,86.13936838,78.68170995511834,No
Treatment,Medium Value,167.07372183250587,262.39372901462406,74.29034721,78.86584100417456,Yes
Treatment,Medium Value,,185.8401022975723,62.76650191505121,76.62860252,No
